2,2,ECMP,1,1.1895690333936713
2,2,ECMP,9,1.1895690333936713
2,2,ECMP,19,1.1895690333936713
2,2,ECMP,29,1.1895690333936713
2,2,ECMP,39,1.1895690333936713
2,2,ECMP,49,1.1895690333936713
2,2,ECMP,59,1.1895690333936713
2,2,ECMP,69,1.1895690333936713
2,2,ECMP,79,1.1895690333936713
2,2,ECMP,89,1.1895690333936713
2,2,ECMP,99,1.1895690333936713
2,2,ECMP,109,1.1895690333936713
2,2,ECMP,119,1.1895690333936713
2,2,ECMP,129,1.1895690333936713
2,2,ECMP,139,1.1895690333936713
2,2,ECMP,149,1.1895690333936713
2,2,ECMP,159,1.1895690333936713
2,2,ECMP,169,1.1895690333936713
2,2,ECMP,179,1.1895690333936713
2,2,ECMP,189,1.1895690333936713
2,2,ECMP,199,1.1895690333936713
2,2,ECMP,209,1.1895690333936713
2,2,ECMP,219,1.1895690333936713
2,2,ECMP,229,1.1895690333936713
2,2,ECMP,239,1.1895690333936713
2,2,ECMP,249,1.1895690333936713
2,2,ECMP,259,1.1895690333936713
2,2,ECMP,269,1.1895690333936713
2,2,ECMP,279,1.1895690333936713
2,2,ECMP,289,1.1895690333936713
2,2,ECMP,299,1.1895690333936713
2,2,ECMP,309,1.1895690333936713
2,2,ECMP,319,1.1895690333936713
2,2,Oblivious,1,0.8086931438762109
2,2,Oblivious,9,0.8086931438762109
2,2,Oblivious,19,0.8086931438762109
2,2,Oblivious,29,0.8086931438762109
2,2,Oblivious,39,0.8086931438762109
2,2,Oblivious,49,0.8086931438762109
2,2,Oblivious,59,0.8086931438762109
2,2,Oblivious,69,0.8086931438762109
2,2,Oblivious,79,0.8086931438762109
2,2,Oblivious,89,0.8086931438762109
2,2,Oblivious,99,0.8086931438762109
2,2,Oblivious,109,0.8086931438762109
2,2,Oblivious,119,0.8086931438762109
2,2,Oblivious,129,0.8086931438762109
2,2,Oblivious,139,0.8086931438762109
2,2,Oblivious,149,0.8086931438762109
2,2,Oblivious,159,0.8086931438762109
2,2,Oblivious,169,0.8086931438762109
2,2,Oblivious,179,0.8086931438762109
2,2,Oblivious,189,0.8086931438762109
2,2,Oblivious,199,0.8086931438762109
2,2,Oblivious,209,0.8086931438762109
2,2,Oblivious,219,0.8086931438762109
2,2,Oblivious,229,0.8086931438762109
2,2,Oblivious,239,0.8086931438762109
2,2,Oblivious,249,0.8086931438762109
2,2,Oblivious,259,0.8086931438762109
2,2,Oblivious,269,0.8086931438762109
2,2,Oblivious,279,0.8086931438762109
2,2,Oblivious,289,0.8086931438762109
2,2,Oblivious,299,0.8086931438762109
2,2,Oblivious,309,0.8086931438762109
2,2,Oblivious,319,0.8086931438762109
2,2,MLU optimal,1,0.7213135110630371
2,2,MLU optimal,9,0.7213135110630371
2,2,MLU optimal,19,0.7213135110630371
2,2,MLU optimal,29,0.7213135110630371
2,2,MLU optimal,39,0.7213135110630371
2,2,MLU optimal,49,0.7213135110630371
2,2,MLU optimal,59,0.7213135110630371
2,2,MLU optimal,69,0.7213135110630371
2,2,MLU optimal,79,0.7213135110630371
2,2,MLU optimal,89,0.7213135110630371
2,2,MLU optimal,99,0.7213135110630371
2,2,MLU optimal,109,0.7213135110630371
2,2,MLU optimal,119,0.7213135110630371
2,2,MLU optimal,129,0.7213135110630371
2,2,MLU optimal,139,0.7213135110630371
2,2,MLU optimal,149,0.7213135110630371
2,2,MLU optimal,159,0.7213135110630371
2,2,MLU optimal,169,0.7213135110630371
2,2,MLU optimal,179,0.7213135110630371
2,2,MLU optimal,189,0.7213135110630371
2,2,MLU optimal,199,0.7213135110630371
2,2,MLU optimal,209,0.7213135110630371
2,2,MLU optimal,219,0.7213135110630371
2,2,MLU optimal,229,0.7213135110630371
2,2,MLU optimal,239,0.7213135110630371
2,2,MLU optimal,249,0.7213135110630371
2,2,MLU optimal,259,0.7213135110630371
2,2,MLU optimal,269,0.7213135110630371
2,2,MLU optimal,279,0.7213135110630371
2,2,MLU optimal,289,0.7213135110630371
2,2,MLU optimal,299,0.7213135110630371
2,2,MLU optimal,309,0.7213135110630371
2,2,MLU optimal,319,0.7213135110630371
2,2,DRL,1,1.2808845905398631
2,2,DRL,9,1.687380635493602
2,2,DRL,19,1.5425485290861718
2,2,DRL,29,1.236628669816955
2,2,DRL,39,1.259823474198477
2,2,DRL,49,1.9523312531176367
2,2,DRL,59,2.033685479844272
2,2,DRL,69,1.9750095691264282
2,2,DRL,79,1.2031746138782617
2,2,DRL,89,1.7179653486473268
2,2,DRL,99,1.27765965294417
2,2,DRL,109,1.4672925872602258
2,2,DRL,119,1.3321020088543414
2,2,DRL,129,1.7859830215882073
2,2,DRL,139,1.3750903749980572
2,2,DRL,149,1.0845295708466303
2,2,DRL,159,2.4392406769577506
2,2,DRL,169,1.3068376799220771
2,2,DRL,179,2.3017718904708406
2,2,DRL,189,1.1455031993071556
2,2,DRL,199,1.0224404876101314
2,2,DRL,209,2.4347478325575143
2,2,DRL,219,1.4631662506072975
2,2,DRL,229,2.3576991645743646
2,2,DRL,239,1.4149796818355227
2,2,DRL,249,2.1306043222477054
2,2,DRL,259,1.4499102843354665
2,2,DRL,269,1.3340967490238667
2,2,DRL,279,1.097438196008232
2,2,DRL,289,1.2707108152737232
2,2,DRL,299,1.5728148631239351
2,2,DRL,309,1.8193093156339197
2,2,DRL,319,1.9284470978803798
